id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|DC	B_cell|EC	B_cell|Fibroblast	B_cell|HighPseudotime_tumour	B_cell|LowPseudotime_tumour	B_cell|Mast	B_cell|MidPseudotime_tumour	B_cell|Myeloid	B_cell|T_cell	DC|B_cell	DC|DC	DC|EC	DC|Fibroblast	DC|HighPseudotime_tumour	DC|LowPseudotime_tumour	DC|Mast	DC|MidPseudotime_tumour	DC|Myeloid	DC|T_cell	EC|B_cell	EC|DC	EC|EC	EC|Fibroblast	EC|HighPseudotime_tumour	EC|LowPseudotime_tumour	EC|Mast	EC|MidPseudotime_tumour	EC|Myeloid	EC|T_cell	Fibroblast|B_cell	Fibroblast|DC	Fibroblast|EC	Fibroblast|Fibroblast	Fibroblast|HighPseudotime_tumour	Fibroblast|LowPseudotime_tumour	Fibroblast|Mast	Fibroblast|MidPseudotime_tumour	Fibroblast|Myeloid	Fibroblast|T_cell	HighPseudotime_tumour|B_cell	HighPseudotime_tumour|DC	HighPseudotime_tumour|EC	HighPseudotime_tumour|Fibroblast	HighPseudotime_tumour|HighPseudotime_tumour	HighPseudotime_tumour|LowPseudotime_tumour	HighPseudotime_tumour|Mast	HighPseudotime_tumour|MidPseudotime_tumour	HighPseudotime_tumour|Myeloid	HighPseudotime_tumour|T_cell	LowPseudotime_tumour|B_cell	LowPseudotime_tumour|DC	LowPseudotime_tumour|EC	LowPseudotime_tumour|Fibroblast	LowPseudotime_tumour|HighPseudotime_tumour	LowPseudotime_tumour|LowPseudotime_tumour	LowPseudotime_tumour|Mast	LowPseudotime_tumour|MidPseudotime_tumour	LowPseudotime_tumour|Myeloid	LowPseudotime_tumour|T_cell	Mast|B_cell	Mast|DC	Mast|EC	Mast|Fibroblast	Mast|HighPseudotime_tumour	Mast|LowPseudotime_tumour	Mast|Mast	Mast|MidPseudotime_tumour	Mast|Myeloid	Mast|T_cell	MidPseudotime_tumour|B_cell	MidPseudotime_tumour|DC	MidPseudotime_tumour|EC	MidPseudotime_tumour|Fibroblast	MidPseudotime_tumour|HighPseudotime_tumour	MidPseudotime_tumour|LowPseudotime_tumour	MidPseudotime_tumour|Mast	MidPseudotime_tumour|MidPseudotime_tumour	MidPseudotime_tumour|Myeloid	MidPseudotime_tumour|T_cell	Myeloid|B_cell	Myeloid|DC	Myeloid|EC	Myeloid|Fibroblast	Myeloid|HighPseudotime_tumour	Myeloid|LowPseudotime_tumour	Myeloid|Mast	Myeloid|MidPseudotime_tumour	Myeloid|Myeloid	Myeloid|T_cell	T_cell|B_cell	T_cell|DC	T_cell|EC	T_cell|Fibroblast	T_cell|HighPseudotime_tumour	T_cell|LowPseudotime_tumour	T_cell|Mast	T_cell|MidPseudotime_tumour	T_cell|Myeloid	T_cell|T_cell
CPI-SS041751A4D	CCR1_CCL18	simple:P32246	simple:P55774	CCR1	CCL18	True	True	False	guidetopharmacology.org	False	0.02																			0.163																																																																						0.351											
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	COL13A1		False	False	False	curated	True	0.02																							0.138																																								0.155																																					
CPI-SS09199F78C	CCR1_CCL23	simple:P32246	simple:P55773	CCR1	CCL23	True	True	False	curated	False	0.02													0.143																																																																						0.331																	
CPI-CS07B61574B	LIFR_LIF	complex:LIFR	simple:P15018		LIF	True	True	False	curated	False	0.02																											0.543										0.299																																																															
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	CCL5	CCR5	True	False	True	curated	False	0.02																																																																																												1.06							1.065	
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	True	False	True	IMEx,IntAct	False	0.02																																																																																		0.685										0.577								
CPI-SS0B887F7AC	CCR1_CCL13	simple:P32246	simple:Q99616	CCR1	CCL13	True	True	False	guidetopharmacology.org	False	0.02																			0.136																																																																						0.325											
CPI-SS059CC19A3	CCR1_CCL14	simple:P32246	simple:Q16627	CCR1	CCL14	True	True	False	curated	False	0.02													0.349																																																																						0.537																	
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	LAMA3		True	False	False	curated	True	0.02																							0.169			0.127																																																																										
CPI-SC0014D5A6E	COL16A1_a11b1 complex	simple:Q07092	complex:a11b1 complex	COL16A1		True	False	False	curated	True	0.02																																		0.805																				0.447																																														
CPI-SS00D153A8A	NOTCH4_DLL4	simple:Q99466	simple:Q9NR61	NOTCH4	DLL4	False	True	False	curated	False	0.02													0.291										0.598																																																																													
CPI-SS07F60834D	MET_HGF	simple:P08581	simple:P14210	MET	HGF	True	True	False	curated	False	0.02																								0.2					0.206																																																																							
CPI-SS0659DBE72	EFNA4_EPHA4	simple:P52798	simple:P54764	EFNA4	EPHA4	True	False	True	curated	False	0.02													0.138																																								0.204																																															
CPI-SS08B91FD2A	CCR1_CCL7	simple:P32246	simple:P80098	CCR1	CCL7	True	True	False	curated	False	0.02																			0.219																																																																						0.408											
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	COL12A1		True	False	False	curated	True	0.02																																	0.979										0.235																																																									
CPI-SC0D2BDC009	COL13A1_a11b1 complex	simple:Q5TAT6	complex:a11b1 complex	COL13A1		False	False	False	curated	True	0.02																								0.446																																								0.463																																				
CPI-SS03189F5F6	FGF10_FGFR1	simple:O15520	simple:P11362	FGF10	FGFR1	True	False	True	InnateDB-All	False	0.02																																	0.15	0.351																																																																		
CPI-SS068C742A1	FGF1_TGFBR3	simple:P05230	simple:Q03167	FGF1	TGFBR3	True	False	True	InnateDB-All	False	0.02																																	0.301	0.17																																																																		
CPI-SS0B186A32C	CCR5_CCL7	simple:P51681	simple:P80098	CCR5	CCL7	True	True	False	curated	False	0.02																			0.203																																																																						0.208											
CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	CTLA4	CD86	False	False	True	curated	False	0.03																																																																																											0.27	0.497							0.575	
CPI-SS077D7365D	CD28_CD86	simple:P10747	simple:P42081	CD28	CD86	False	False	True	curated	False	0.03																																																																																											0.2	0.427							0.505	
CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	SPN	SIGLEC1	True	False	False	curated	False	0.03																			0.548																																																																						0.411										0.56	
CPI-SS0A4EE6FE1	LRP5_FAM3B	simple:O75197	simple:P58499	LRP5	FAM3B	True	True	False	InnateDB-All	False	0.03																										0.48										0.444																				0.457																																												
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ICAM3	CD209	True	False	True	curated	False	0.03									0.429										0.274																																																																																0.464	
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	COL9A2		True	False	False	curated	True	0.03													0.121																																								0.349										0.189																																					
CPI-SC03446A95E	FCER2_aXb2 complex	simple:P06734	complex:aXb2 complex	FCER2		True	True	False	curated	True	0.03		0.345					0.278		0.437																																																																																											
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	LAMC1		True	False	False	curated	True	0.03																							0.341										0.396										0.133																																																									
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	COL18A1		True	False	False	curated	True	0.03																							0.467										0.664																														0.254																																					
CPI-SS0C98C08DA	CCR2_CCL13	simple:P41597	simple:Q99616	CCR2	CCL13	True	True	False	curated	False	0.03									0.104										0.222																																																																						0.116											
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	FN1		True	False	False	curated	True	0.03																																	1.607										0.595																																								0.803																	
CPI-SS00F4DDF4B	PTN_PTPRS	simple:P21246	simple:Q13332	PTN	PTPRS	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.03																																0.474		0.308		0.243																																																																
CPI-SS09AFCF898	CCR2_CCL8	simple:P41597	simple:P80075	CCR2	CCL8	True	True	False	curated	False	0.03									0.323										0.441																																																																						0.335											
CPI-SS0DCA69916	TNFRSF13B_TNFSF13	simple:O14836	simple:O75888	TNFRSF13B	TNFSF13	True	True	False	curated	False	0.03		0.406				0.227			0.449																																																																																											
CPI-SC02017BE74	COL4A2_a11b1 complex	simple:P08572	complex:a11b1 complex	COL4A2		True	False	False	curated	True	0.03																								1.121										0.763										0.479																																																								
CPI-SC0681D30FE	COL1A2_a11b1 complex	simple:P08123	complex:a11b1 complex	COL1A2		True	False	False	curated	True	0.03																																		2.463										0.989																														0.771																										
CPI-SC0DF641DAA	COL5A2_a11b1 complex	simple:P05997	complex:a11b1 complex	COL5A2		True	False	False	curated	True	0.03																								0.441										1.449										0.531																																																								
CPI-SC0A8902C85	COL3A1_a11b1 complex	simple:P02461	complex:a11b1 complex	COL3A1		True	False	False	curated	True	0.03																																		2.273										0.905																														0.696																										
CPI-SC0F7E26271	COL1A1_a11b1 complex	simple:P02452	complex:a11b1 complex	COL1A1		True	False	False	curated	True	0.03																																		2.568										1.037																														0.777																										
CPI-CS06E556972	IL15 receptor_IL15	complex:IL15 receptor	simple:P40933		IL15	True	True	False	curated	False	0.03																																																																																												0.43	0.441						0.456	
CPI-SS0B89DD8C1	TNFSF13_TNFRSF17	simple:O75888	simple:Q02223	TNFSF13	TNFRSF17	True	False	True	curated	False	0.03											0.405																																								0.227																														0.449																			
CPI-SS098F416C1	FGFR2_XPR1	simple:P21802	simple:Q9UBH6	FGFR2	XPR1	True	True	True	InnateDB-All	False	0.03																																																				0.082	0.112	0.085																																														
CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	True	False	True	curated	False	0.03																																	0.851																														0.736																				1.336																	
CPI-SS09FAC4977	CXCL11_CXCR3	simple:O14625	simple:P49682	CXCL11	CXCR3	True	False	True	curated	False	0.03																																																																																	0.226	0.36								0.531										
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	True	False	True	curated	False	0.03																																																																																	0.584	0.718								0.889										
CPI-SS0E4DE8215	WNT2_FZD1	simple:P09544	simple:Q9UP38	WNT2	FZD1	True	False	True	I2D	False	0.03																																		0.294			0.171		0.152																																																													
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	COL4A2		True	False	False	curated	True	0.03																							0.813										0.455										0.171																																																									
CPI-SC0247E9ADB	COL9A2_a11b1 complex	simple:Q14055	complex:a11b1 complex	COL9A2		True	False	False	curated	True	0.03														0.429																																								0.657										0.497																																				
CPI-SS076FEB261	FLT3_FLT3LG	simple:P36888	simple:P49771	FLT3	FLT3LG	True	True	False	curated	False	0.03													0.236	0.264						0.45																																																																																
CPI-SC05B2AA866	COL12A1_a11b1 complex	simple:Q99715	complex:a11b1 complex	COL12A1		True	False	False	curated	True	0.03																																		1.287										0.543										0.455																																														
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	curated	False	0.03																						0.148	0.249	0.183																																																																												
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	EPHB1	EFNB1	False	True	False	curated	False	0.03												0.154	0.254	0.188																																																																																						
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	0.03																																0.118	0.218	0.152																																																																		
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	0.03																																																																																		0.13	0.231	0.165																
CPI-SS0C10824C7	EGFR_HBEGF	simple:P00533	simple:Q99075	EGFR	HBEGF	True	True	True	curated	False	0.03																																0.184	0.209						0.295																																																													
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ERBB4	HBEGF	True	True	True	curated	False	0.03																																																				0.345	0.37						0.455																																									
CPI-SS03C51D352	TNFRSF13B_TNFSF13B	simple:O14836	simple:Q9Y275	TNFRSF13B	TNFSF13B	True	True	False	curated	False	0.03		0.635		0.255					0.763																																																																																											
CPI-SS008EB600F	CCR2_CCL7	simple:P41597	simple:P80098	CCR2	CCL7	True	True	False	curated	False	0.03									0.187										0.305																																																																						0.199											
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	TNFRSF17	TNFSF13B	True	True	False	curated	False	0.03		0.634		0.255					0.763																																																																																											
CPI-SS09648FAA9	TNFRSF13C_TNFSF13B	simple:Q96RJ3	simple:Q9Y275	TNFRSF13C	TNFSF13B	True	True	False	guidetopharmacology.org	False	0.03		0.624		0.245					0.753																																																																																											
